,AGE,SEX,FTPT,GOVTOF2,SC20MMJ,TTUSHR,GRSSWK,DISEA,ETHUKEUL,HIQUL22D
46700,48,1,1,13,3,37,620,2,1,1
46701,21,1,1,13,3,40,485,2,1,4
46723,50,2,1,13,6,30,342,2,1,3
46730,23,1,1,13,2,38,575,2,1,1
46731,23,1,1,13,7,20,266,2,1,1
46732,46,1,1,13,3,35,689,1,1,1
46733,45,2,2,13,4,22,250,2,1,4
46739,66,2,2,13,4,8,145,1,1,1
46750,42,2,2,13,7,16,170,2,1,6
46754,64,1,1,13,2,35,738,2,1,1
46756,69,1,1,13,1,30,865,2,1,6
46768,32,1,1,13,2,38,1293,2,1,1
46769,31,2,1,13,3,38,543,2,1,1
46776,58,1,1,13,3,38,1154,2,1,1
46777,58,2,1,13,4,37,462,2,1,3
46779,66,1,2,13,7,18,215,2,1,6
47055,47,1,1,13,3,38,743,2,1,3
47056,43,2,1,13,4,60,769,2,1,1
47066,29,2,2,13,6,12,144,2,1,4
47073,28,2,1,13,2,32,121,2,1,3
47076,64,1,1,13,7,35,298,2,1,1
47077,63,2,2,13,7,12,150,2,1,1
47100,29,1,1,13,9,40,512,1,1,4
47103,58,1,1,13,2,38,510,2,1,1
47116,55,2,1,13,4,40,529,2,1,5
47117,41,1,1,13,9,40,434,2,1,3
47118,54,2,1,13,4,38,524,2,1,1
47119,37,2,1,13,2,38,769,1,1,1
47124,53,1,1,13,2,37,1538,2,1,3
47125,52,2,1,13,2,37,1000,2,1,1
47133,22,1,1,13,7,38,554,2,1,2
47134,18,2,2,13,7,5,80,2,1,3
47138,21,1,1,13,5,41,500,2,1,3
47139,23,2,1,13,4,38,450,2,1,1
47143,45,2,1,13,2,40,1346,2,1,1
47151,66,2,2,13,2,21,543,2,1,1
47154,33,1,1,13,3,38,741,2,1,3
47157,30,2,2,13,2,39,712,2,1,1
47158,36,1,1,13,3,40,865,2,1,2
47161,64,2,2,13,9,12,144,1,1,1
47167,64,1,1,13,4,40,577,2,1,4
47168,65,1,1,13,3,45,854,2,1,3
47177,38,2,1,13,6,35,481,2,1,4
47179,59,2,2,13,4,25,420,2,1,3
47180,60,1,1,13,5,42,600,2,1,4
47182,24,1,1,13,5,40,680,2,1,3
47185,58,2,1,13,2,40,577,1,1,1
47186,60,1,1,13,3,36,481,2,1,5
47187,20,2,2,13,7,8,80,2,1,1
47189,62,1,1,13,8,40,731,2,1,4
47190,57,2,2,13,7,25,221,2,1,6
47191,50,2,1,13,3,45,1058,1,1,1
47193,20,1,2,13,9,35,69,2,1,3
47194,18,1,2,13,7,8,70,2,1,3
47518,51,2,1,13,2,48,1087,2,1,1
47526,51,1,1,13,5,37,615,2,1,4
47527,56,1,1,13,3,38,519,2,1,6
47533,31,2,1,13,6,44,467,2,8,1
47534,30,1,1,13,9,36,500,2,8,1
47537,30,1,1,13,9,40,558,1,1,4
47540,71,1,2,13,7,9,650,2,1,3
47543,70,1,2,13,3,24,358,2,1,1
47544,41,2,2,13,6,20,290,2,3,1
47545,38,1,1,13,4,37,462,2,1,1
47546,39,2,1,13,2,40,673,2,1,1
47549,61,1,1,13,1,40,1100,2,1,3
47551,27,1,1,13,9,40,543,2,1,3
47552,48,1,1,13,8,48,43,2,1,5
47563,42,2,1,13,2,36,673,2,1,1
47582,45,2,2,13,9,10,97,2,1,7
47585,57,2,1,13,4,37,558,2,1,3
47586,37,1,1,13,2,38,1846,2,1,1
47588,32,2,1,13,2,38,788,2,1,1
47592,44,1,1,13,8,60,840,2,1,4
47593,48,2,1,13,3,36,508,2,1,2
47596,54,1,1,13,1,50,1706,2,1,1
47604,40,1,1,13,8,37,577,2,1,4
47605,38,2,1,13,2,35,615,2,1,1
47606,19,2,1,13,6,36,1846,2,1,4
47608,52,1,1,13,5,40,962,2,1,1
47616,34,2,1,13,3,38,615,1,1,1
47619,44,1,1,13,8,40,673,2,1,4
47620,36,2,2,13,2,24,523,2,1,1
47621,38,1,1,13,1,38,1293,2,1,1
47629,45,1,1,13,4,40,415,2,1,3
47630,46,2,2,13,2,20,277,2,1,2
47631,23,2,1,13,3,37,577,2,1,1
47632,19,1,1,13,5,40,277,2,1,3
47633,18,1,1,13,5,40,277,2,1,3
47635,72,2,2,13,4,15,154,2,1,3
47636,52,2,1,13,3,48,904,2,1,3
47638,43,2,1,13,6,39,462,1,1,2
47645,25,1,1,13,2,40,498,2,1,1
47646,60,1,1,13,2,37,1250,2,1,6
47647,58,2,1,13,1,45,1304,2,1,1
47648,34,1,1,13,2,42,600,2,1,3
47649,35,2,1,13,4,32,425,2,1,1
47657,30,1,1,13,4,38,703,2,1,1
47658,29,2,1,13,2,38,870,2,1,1
47670,32,1,1,13,5,40,577,2,1,2
47671,29,2,1,13,7,38,577,2,1,4
47958,41,1,1,13,2,37,827,2,1,1
47961,59,1,1,13,2,40,1038,2,1,3
47966,43,2,1,13,2,32,762,2,1,1
47967,63,2,1,13,6,30,370,2,1,3
47968,24,1,1,13,2,45,865,2,1,1
47971,51,2,2,13,9,10,132,1,1,5
47972,49,1,1,13,3,45,769,1,1,1
47973,46,2,1,13,2,36,423,2,1,3
47982,48,2,1,13,2,34,808,2,1,1
47983,17,2,2,13,7,14,140,2,1,4
47991,43,2,1,13,6,42,519,2,1,3
47993,63,1,1,13,8,40,442,1,1,3
47995,25,2,1,13,3,40,538,2,1,1
47996,25,2,1,13,2,38,692,2,1,1
47999,36,2,1,13,2,38,865,1,1,1
48004,30,1,1,13,2,37,808,2,1,1
48005,30,2,1,13,2,37,654,2,1,1
48009,46,2,1,13,4,38,466,2,1,1
48010,20,1,1,13,8,38,408,2,1,3
48021,34,1,1,13,5,40,962,2,1,3
48022,34,2,1,13,2,40,577,2,1,1
48027,53,2,2,13,4,28,346,2,1,2
48031,49,1,1,13,2,40,2308,2,1,1
48032,49,2,1,13,2,40,1154,2,1,1
48034,41,2,2,13,7,16,260,2,1,3
48035,42,1,1,13,7,34,462,2,1,2
48041,61,2,1,13,1,60,1346,1,1,1
48043,53,2,1,13,2,38,985,2,1,1
48045,19,1,1,13,3,38,408,2,1,4
48046,58,1,1,13,8,40,562,2,1,6
48047,17,1,1,13,8,38,370,2,1,3
48050,24,2,2,13,7,15,184,1,1,4
48066,43,2,2,13,2,11,400,2,1,1
48090,50,2,1,13,2,32,885,2,1,1
48091,61,1,1,13,6,36,423,1,1,3
48092,37,1,1,13,2,38,740,1,1,2
48093,37,2,2,13,4,22,329,1,1,2
48097,51,2,1,13,1,40,1548,2,1,1
48108,44,2,2,13,6,24,308,1,1,4
48122,29,2,1,13,3,40,635,2,1,1
48123,48,2,1,13,2,48,923,2,1,1
48124,49,1,1,13,4,38,381,2,1,1
48400,35,1,1,13,8,60,462,2,1,3
48401,34,2,1,13,1,40,520,2,1,1
48407,67,2,2,13,2,4,280,2,1,2
48408,27,2,1,13,2,38,438,1,1,1
48409,66,1,1,13,9,40,308,1,1,6
48417,33,1,1,13,1,40,1731,2,1,1
48418,33,2,1,13,1,40,808,2,1,1
48423,41,1,1,13,3,37,1538,2,1,1
48428,27,2,2,13,9,22,164,2,1,5
48430,47,2,1,13,2,40,760,2,1,1
48431,56,1,1,13,2,40,1120,2,1,1
48435,34,2,1,13,6,40,466,2,7,3
48436,33,1,1,13,9,40,411,2,7,4
48438,56,1,1,13,5,39,635,2,1,3
48439,54,2,1,13,4,37,485,2,1,4
48445,35,2,2,13,9,16,172,2,1,3
48450,32,1,1,13,9,37,538,2,1,1
48451,28,2,1,13,4,35,471,2,1,3
48455,49,2,2,13,3,22,635,1,1,1
48456,50,1,1,13,2,38,808,1,1,1
48457,39,1,1,13,5,40,702,2,1,3
48458,32,2,2,13,6,25,231,1,1,3
48461,55,1,1,13,1,45,673,2,1,1
48467,42,1,1,13,2,38,1442,2,3,1
48468,36,2,1,13,2,38,1250,2,3,1
48469,52,2,1,13,4,37,904,2,1,1
48470,53,1,1,13,5,40,769,2,1,3
48479,23,2,1,13,6,38,508,2,1,3
48481,48,2,2,13,2,25,369,2,1,1
48482,45,1,1,13,1,45,1154,2,1,1
48484,51,1,1,13,3,45,651,2,1,2
48489,32,2,2,13,6,25,277,2,1,6
48496,66,1,1,13,1,50,654,2,1,4
48499,52,2,1,13,2,37,1135,2,1,1
48501,45,1,1,13,9,40,620,2,1,4
48502,42,2,1,13,1,38,889,2,1,1
48510,62,2,2,13,6,18,212,2,1,6
48520,40,2,2,13,4,22,269,2,1,1
48747,22,2,1,13,9,40,480,1,1,3
48755,49,2,2,13,7,24,323,2,1,4
48756,19,1,2,13,4,21,56,2,1,3
48763,41,2,1,13,2,37,577,2,1,1
48764,36,2,1,13,2,40,992,2,1,1
48767,50,2,1,13,4,38,460,2,1,3
48775,33,1,1,13,2,40,1250,2,1,1
48779,61,1,1,13,6,40,300,2,1,5
48783,40,1,1,13,3,40,696,1,1,3
48789,41,1,1,13,1,50,1442,2,1,1
48790,46,2,1,13,7,33,384,2,1,1
48792,73,2,2,13,9,20,300,1,1,6
48794,44,1,1,13,1,40,731,2,1,2
48795,44,2,1,13,2,50,120000,2,1,1
48826,58,2,1,13,2,38,1058,1,1,1
48827,59,1,1,13,5,51,765,2,1,3
48842,23,2,1,11,3,38,415,2,1,3
48848,29,2,1,11,3,48,709,2,1,1
48868,43,2,1,11,7,40,346,2,1,4
48879,31,2,1,11,2,38,646,2,1,1
48887,65,1,2,11,9,23,162,1,1,1
48896,43,1,2,11,2,20,508,2,1,1
48897,42,2,2,11,2,22,481,1,1,1
48908,35,2,1,11,2,30,798,2,1,1
48913,35,2,1,11,2,40,381,2,1,1
48930,57,2,2,11,6,36,265,2,1,7
48966,35,1,1,11,3,50,885,2,1,1
48967,36,2,1,11,3,38,673,2,1,1
48979,45,2,1,11,6,40,485,2,1,3
48980,20,1,1,11,4,44,300,2,1,4
48984,28,2,1,11,2,41,712,2,1,1
48985,30,1,1,11,1,45,615,2,1,4
49004,46,2,1,11,2,37,1077,2,1,1
49005,49,1,1,11,6,38,672,2,1,1
49021,55,1,1,11,2,37,1250,2,1,1
49042,30,2,1,11,6,38,346,2,1,3
49043,34,1,1,11,8,40,413,2,1,4
49115,34,2,1,11,6,35,288,2,1,3
49116,42,2,1,11,2,38,462,2,1,1
49118,43,1,1,11,2,37,817,2,1,1
49119,46,2,1,11,2,37,885,2,1,1
49130,41,2,2,11,6,23,252,2,1,3
49141,63,1,2,11,7,22,269,2,1,5
49144,39,1,1,11,2,40,1731,2,1,1
49145,39,2,1,11,1,39,548,2,1,1
49153,35,2,2,11,2,18,269,2,1,1
49158,51,1,1,11,1,37,981,2,1,1
49189,41,2,2,11,7,16,192,1,8,2
49196,80,1,2,11,9,32,333,2,1,3
49212,49,2,2,11,4,18,58,2,1,1
49230,40,2,1,11,3,37,538,1,1,3
49239,33,2,1,11,4,37,462,2,1,1
49240,38,2,1,11,2,35,692,2,7,1
49241,41,1,1,11,2,35,1058,1,1,1
49252,36,1,1,11,5,40,673,2,1,3
49259,60,2,2,11,7,24,279,2,1,3
49260,61,1,1,11,5,42,731,2,1,2
49271,42,2,2,11,2,26,600,2,1,1
49276,59,2,2,11,6,23,275,1,1,3
49278,44,2,1,11,1,38,1923,2,1,1
49290,42,2,2,11,9,10,104,1,1,6
49304,62,2,1,11,7,35,385,2,1,3
49308,50,1,1,11,2,38,1038,2,1,1
49309,43,2,2,11,4,32,385,2,1,3
49317,39,1,2,11,9,20,220,1,1,3
49327,50,2,1,11,4,34,625,1,1,3
49337,51,1,2,11,6,24,310,1,1,1
49361,35,2,1,11,1,45,865,2,1,1
49362,38,1,1,11,8,36,430,1,1,3
49365,44,2,1,11,3,35,613,2,1,2
49366,45,1,1,11,4,40,735,2,1,4
49375,32,2,2,11,9,15,160,2,1,6
49379,62,2,2,11,2,16,250,2,1,2
49394,45,1,1,11,5,35,500,2,1,3
49395,39,2,1,11,1,40,519,2,1,3
49399,51,2,2,11,4,15,212,2,1,1
49400,53,1,1,11,3,34,538,2,1,1
49401,24,1,2,11,2,24,452,2,1,1
49407,28,2,2,11,9,7,100,1,1,2
49409,59,2,1,11,1,42,635,1,1,3
49419,43,1,1,11,9,40,673,2,1,2
49420,34,2,1,11,4,30,423,2,1,4
49424,44,1,1,11,3,37,1154,2,1,4
49440,60,1,1,11,2,60,525,2,9,1
49443,31,1,1,11,8,24,531,2,1,3
49480,36,2,1,11,2,37,819,1,1,1
49481,36,1,1,11,5,43,1538,1,1,2
49495,40,1,1,11,3,37,731,2,1,3
49496,39,2,1,11,2,37,615,2,1,1
49527,52,2,1,11,3,47,962,1,1,1
49529,37,1,1,11,3,38,1346,2,1,3
49532,35,2,1,11,2,40,1708,2,1,1
49552,32,1,1,11,8,40,808,2,1,3
49554,58,2,1,11,1,35,1038,2,1,3
49555,60,1,1,11,8,55,865,2,1,4
49561,57,2,1,11,4,35,635,2,1,1
49567,42,1,1,11,6,38,554,2,8,1
49568,38,2,1,11,3,38,554,2,8,1
49571,29,1,1,11,3,39,558,2,1,1
49572,28,2,1,11,2,41,692,2,1,1
49574,53,2,1,11,3,52,923,2,1,1
49577,57,2,1,11,1,38,548,2,1,2
49578,28,1,1,11,4,37,481,1,1,3
49579,47,1,1,11,5,50,715,2,1,4
49580,44,2,1,11,6,35,421,2,1,4
49581,19,1,1,11,8,40,600,2,1,3
49593,67,1,2,11,6,20,173,2,1,1
49608,31,1,1,11,2,38,1004,2,1,2
49609,30,2,1,11,6,38,587,2,1,1
49610,41,2,2,11,7,21,210,2,1,4
49611,54,1,1,11,8,52,600,2,1,3
49612,20,2,1,11,6,38,462,2,1,4
49619,37,1,2,11,1,30,300,2,9,3
49627,36,1,2,11,9,24,250,2,9,1
49637,36,2,2,11,7,21,230,1,1,1
49638,36,1,1,11,5,60,981,2,1,3
49645,44,2,1,11,1,37,1538,2,1,1
49649,51,1,1,11,1,42,1081,2,1,1
49650,47,2,2,11,3,14,260,2,1,1
49678,34,2,1,11,3,40,817,2,1,1
49679,40,1,1,11,1,40,413,2,1,2
49682,47,2,2,11,3,11,88,2,1,1
49705,38,2,1,11,2,30,528,1,1,1
49706,44,1,1,11,4,36,1060,2,1,1
49719,48,2,1,11,3,37,1058,2,1,1
49720,62,1,1,11,9,37,442,2,1,6
49721,18,2,2,11,9,4,40,2,1,3
49723,49,1,2,11,2,22,423,2,1,1
49724,45,2,1,11,2,38,769,2,1,1
49727,56,1,1,11,8,53,1250,2,1,6
49756,58,1,1,11,3,82,808,1,1,5
49760,65,2,2,11,6,25,300,2,8,3
49771,55,1,1,11,9,48,471,2,1,5
49772,50,2,1,11,1,40,1231,1,1,1
49783,63,2,1,11,4,37,423,2,1,3
49795,30,1,1,11,1,58,577,2,1,3
49796,36,1,1,11,1,38,817,2,1,7
49806,59,1,1,11,8,50,666,2,1,5
49807,58,2,1,11,9,35,508,2,1,5
49808,30,1,1,11,6,35,400,2,1,1
49809,30,1,1,11,8,42,425,2,1,3
49817,55,1,1,11,2,37,831,2,1,1
49818,53,2,1,11,1,25,242,2,1,1
49831,33,2,1,11,3,37,462,2,1,4
49846,26,1,1,11,2,37,769,2,1,1
49852,62,2,1,11,9,35,385,2,1,6
49853,39,2,1,11,2,45,712,2,1,1
49857,56,1,1,11,2,42,1250,1,2,1
49865,45,2,1,11,2,38,364,2,1,1
49866,43,1,1,11,2,40,481,2,1,1
49884,41,2,1,11,6,60,412,1,1,4
49886,59,2,1,11,2,40,354,2,1,1
49888,44,2,1,11,3,30,392,2,1,1
49889,45,1,1,11,8,50,772,2,1,3
49890,18,2,2,11,9,13,109,2,1,4
49904,54,2,1,11,4,30,656,1,1,1
49910,50,1,1,11,3,38,524,2,1,3
49921,45,2,1,11,9,36,369,2,1,6
49923,17,1,2,11,9,6,58,1,1,4
49925,34,2,1,11,1,40,577,2,1,3
49926,63,2,1,11,4,33,462,2,1,3
49937,38,1,1,11,1,35,673,2,1,1
49952,50,1,2,11,9,2,21,2,1,6
49959,39,1,1,11,1,37,981,2,1,3
49978,65,1,1,11,3,38,808,2,1,3
50004,64,1,1,11,3,40,517,2,1,1
50006,31,2,2,11,6,25,287,2,1,1
50020,50,2,2,11,6,22,270,2,1,1
50021,51,1,1,11,3,50,1904,2,1,1
50036,37,2,1,11,2,40,673,1,1,1
50039,30,2,2,11,3,32,765,1,1,1
50042,56,1,1,11,6,37,731,2,1,1
50049,28,2,1,11,6,40,369,2,9,1
50050,31,1,2,11,6,20,462,2,9,1
50051,29,1,1,11,2,34,958,2,1,1
50065,62,2,2,11,2,8,130,2,1,2
50070,38,2,2,11,7,15,92,1,1,3
50072,55,2,1,11,1,47,769,2,1,3
50081,42,1,1,11,8,40,450,2,1,4
50082,42,2,2,11,6,20,275,2,1,2
50098,42,2,1,11,4,40,577,2,1,1
50100,49,1,1,11,1,38,2308,1,1,1
50101,36,2,1,11,2,45,827,2,9,1
50118,53,2,1,11,1,35,808,2,1,4
50132,29,1,1,11,3,43,1343,2,1,1
50133,28,2,1,11,3,43,674,2,1,1
50139,46,1,1,11,5,44,923,1,1,3
50148,42,2,1,11,3,43,808,2,1,3
50149,41,1,1,11,2,46,846,2,1,1
50157,50,1,1,11,2,50,1154,1,1,1
50158,47,2,1,11,3,39,519,2,1,3
50159,24,2,1,11,2,46,596,2,1,1
50160,19,2,2,11,7,12,115,2,1,3
50164,69,1,2,11,2,10,138,2,1,1
50177,47,1,1,11,2,37,563,2,1,3
50191,39,2,2,11,4,24,369,2,1,1
50192,39,1,1,11,5,42,706,2,1,1
50195,40,2,1,11,6,33,577,2,8,1
50205,31,2,2,11,2,32,738,2,1,1
50206,30,1,1,11,7,38,785,2,1,1
50218,47,1,1,11,3,38,769,2,1,4
50242,29,2,1,11,2,38,832,2,1,1
50247,50,2,1,11,4,37,917,2,1,4
50263,27,2,2,11,6,20,323,1,1,4
50265,65,1,1,11,4,37,712,1,1,3
50289,58,2,1,11,6,38,485,1,1,1
50299,28,2,1,11,4,49,673,2,8,1
50307,62,1,1,11,4,37,538,2,1,2
50310,55,1,1,11,2,40,827,2,1,1
50324,68,2,2,11,7,25,295,1,1,4
50332,65,1,2,11,2,20,375,2,1,1
50348,23,1,1,11,9,30,369,2,1,4
50354,67,1,1,11,9,73,577,2,1,6
50356,64,1,1,11,8,38,365,2,1,3
50357,62,2,2,11,1,30,1538,2,1,1
50358,54,1,1,11,8,44,582,1,1,4
50361,27,2,1,11,3,38,506,2,1,3
50362,28,1,1,11,7,39,411,2,2,3
50363,26,2,1,11,1,40,1000,1,1,1
50364,27,1,1,11,5,48,804,1,1,3
50394,40,1,1,11,4,48,1154,2,1,1
50415,32,2,1,11,9,37,477,1,1,3
50435,35,2,1,11,4,40,644,1,1,4
50436,39,1,1,11,9,38,471,2,1,4
50439,29,1,1,11,4,38,529,2,1,3
50453,50,1,1,11,5,43,865,2,1,2
50458,69,1,2,11,6,16,92,2,1,3
50497,24,2,1,11,2,47,702,2,1,1
50505,30,2,1,11,1,40,481,2,1,1
50513,59,1,2,11,2,25,269,2,1,1
50524,45,2,1,11,1,40,1154,2,1,1
50525,50,1,1,11,1,37,1423,2,1,2
50529,46,2,1,11,2,38,921,1,1,2
50530,49,1,1,11,3,38,969,2,1,7
50532,52,1,1,11,3,40,1385,2,1,3
50535,43,2,2,11,2,30,782,1,1,1
50543,57,1,1,11,1,50,1223,2,1,1
50556,34,1,1,11,1,45,857,2,1,3
50557,38,2,1,11,1,45,800,2,1,1
50565,43,2,2,11,3,22,254,1,1,1
50578,51,1,1,11,1,37,846,2,1,1
50583,31,1,1,11,3,37,600,2,1,1
50589,34,1,2,11,7,28,346,2,1,1
50590,29,2,2,11,5,28,346,2,1,1
50595,44,1,1,11,6,48,577,2,1,3
50596,47,2,1,11,2,37,769,2,1,1
50633,59,2,1,11,2,50,865,2,1,3
50650,52,1,2,11,2,15,231,1,1,1
50651,47,2,1,11,2,50,865,2,1,1
50655,48,2,2,11,9,22,282,2,1,1
50656,48,1,1,11,1,37,1327,2,1,1
50685,48,2,1,11,2,46,962,2,1,1
50687,20,1,2,11,5,25,115,2,1,4
50695,32,1,1,11,2,43,692,2,1,1
50698,63,1,1,11,2,42,1615,1,1,1
50722,44,1,1,11,5,38,481,2,1,3
50726,36,2,1,11,6,30,300,1,1,3
50750,40,2,2,11,2,30,846,2,1,1
50756,55,1,1,11,2,38,1192,1,1,1
50757,55,2,1,11,3,39,865,1,1,1
50770,32,2,2,11,2,25,462,2,1,1
50782,30,1,1,11,3,38,577,1,1,1
50783,37,2,1,11,7,36,436,2,1,4
50784,43,1,1,11,1,40,462,2,1,4
50797,42,1,1,11,3,37,558,1,1,1
50811,59,2,1,11,5,30,350,1,1,5
50815,38,2,1,11,2,28,731,2,1,1
50886,30,1,1,11,2,40,1000,2,1,1
50899,66,2,2,11,2,22,962,2,1,1
50930,61,1,2,11,7,16,86,2,1,1
50947,29,2,1,11,6,32,346,1,2,3
50948,36,1,1,11,5,49,508,2,1,6
51016,57,2,2,11,2,19,558,2,1,1
51042,37,1,1,11,2,38,1442,2,1,1
51073,45,1,1,11,1,42,1346,2,1,3
51074,44,2,2,11,2,35,385,2,1,1
51075,17,1,2,11,9,16,100,2,1,4
51081,59,2,2,11,4,20,323,2,1,1
51084,63,2,2,11,7,26,192,2,1,3
51100,46,1,1,11,8,45,673,2,1,4
51126,43,2,2,11,3,32,481,2,1,3
51147,53,2,2,11,9,33,346,1,1,1
51153,55,2,1,11,4,35,548,2,1,3
51157,55,2,2,11,5,29,277,2,1,3
51158,62,1,2,11,6,24,277,2,1,3
51159,24,1,1,11,2,41,529,1,1,1
51179,58,2,1,11,2,41,669,2,1,1
51208,38,2,2,12,7,19,138,2,1,3
51217,28,2,2,12,7,8,100,2,1,4
51218,34,1,1,12,5,52,1103,2,1,3
51222,36,2,1,12,6,33,381,2,1,1
51228,72,2,2,12,6,14,250,1,1,3
51232,56,1,1,12,9,60,673,2,1,6
51243,67,2,2,12,5,10,115,1,1,2
51248,53,2,1,12,4,32,455,2,1,3
51249,23,2,1,12,3,35,423,2,1,1
51261,33,2,1,12,2,37,923,2,1,1
51262,35,1,1,12,1,40,529,2,1,4
51263,35,2,1,12,4,38,433,2,1,2
51281,19,2,2,12,9,25,230,1,3,3
51356,45,2,1,12,3,35,740,2,1,1
51357,45,1,1,12,5,42,808,2,1,6
51360,52,1,2,12,7,20,262,1,1,4
51361,50,2,1,12,2,37,933,2,1,1
51362,46,1,1,12,2,37,1442,2,1,1
51363,19,1,1,12,3,48,288,2,1,4
51364,17,1,1,12,5,35,173,2,1,4
51367,23,1,1,12,2,40,692,2,1,1
51368,20,2,2,12,4,35,392,2,1,4
51375,55,2,2,12,2,37,831,2,1,1
51400,47,2,1,12,1,35,623,2,1,2
51401,49,1,1,12,1,37,1846,2,1,1
51403,59,1,1,12,2,38,904,2,1,4
51407,45,2,1,12,6,36,646,2,1,2
51410,24,2,2,12,7,8,92,2,1,4
51414,68,2,2,12,2,12,254,2,1,2
51416,26,2,1,12,2,40,507,2,1,1
51417,27,1,1,12,2,45,808,2,1,1
51418,28,2,1,12,2,45,942,2,1,1
51436,41,1,1,12,2,40,1407,2,1,1
51441,65,2,2,12,9,10,110,2,1,2
51460,30,1,1,12,2,64,712,2,1,4
51461,32,2,1,12,2,37,577,2,2,2
51470,44,2,2,12,9,20,240,1,1,5
51475,49,2,1,12,3,40,877,2,1,2
51476,58,1,1,12,2,37,923,2,1,1
51517,50,2,1,12,3,46,1538,1,1,1
51518,50,1,1,12,2,50,2308,2,1,1
51519,38,2,1,12,3,38,663,2,1,3
51537,46,1,1,12,2,35,442,2,1,3
51538,43,2,1,12,2,40,1385,2,1,2
51550,56,2,1,12,1,49,1115,2,1,1
51566,58,2,2,12,2,23,485,1,1,1
51567,60,1,1,12,1,42,2885,2,1,1
51572,39,1,1,12,6,47,808,2,1,3
51573,35,2,1,12,6,20,300,2,1,3
51580,55,2,1,12,2,35,1096,2,1,1
51581,42,2,1,12,4,42,461,2,1,3
51597,29,2,1,12,2,37,748,2,1,2
51598,28,2,1,12,2,37,1757,2,1,1
51599,43,1,1,12,2,37,3000,2,3,1
51603,60,2,1,12,4,37,1177,2,1,2
51607,28,2,1,12,3,37,762,2,1,1
51608,28,1,1,12,4,40,415,2,1,2
51626,62,2,1,12,4,40,865,2,1,4
51636,59,1,1,12,1,41,1250,2,1,1
51637,59,2,1,12,2,55,933,1,1,1
51639,70,2,2,12,4,28,308,2,1,4
51642,65,1,1,12,9,48,462,2,1,3
51653,26,1,1,12,2,40,762,2,1,1
51654,62,2,2,12,1,25,339,2,1,5
51663,64,2,2,12,9,15,173,2,1,4
51666,46,2,1,12,2,38,1034,1,1,2
51667,39,1,1,12,6,48,358,1,1,3
51669,32,2,1,12,2,40,731,2,1,1
51685,41,1,1,12,1,40,1731,2,1,4
51690,70,1,2,12,8,10,121,2,1,2
51691,31,2,1,12,3,48,959,2,6,1
51701,23,1,1,12,3,37,612,2,1,3
51702,24,2,1,12,4,40,531,2,1,4
51708,68,1,1,12,9,31,392,2,1,5
51709,50,1,2,12,9,17,187,2,1,1
51710,21,1,2,12,9,25,300,1,1,5
51730,37,1,1,12,8,40,464,2,1,1
51731,40,2,2,12,1,20,508,2,1,5
51735,52,1,1,12,2,42,1454,1,1,1
51736,48,2,2,12,6,23,231,2,1,3
51738,77,1,2,12,2,29,923,2,1,3
51740,33,2,1,12,2,37,831,2,1,1
51747,47,1,1,12,2,42,923,1,1,1
51754,62,2,1,12,8,42,519,2,1,4
51755,45,1,1,12,1,38,1019,2,1,1
51756,35,2,2,12,6,10,115,1,1,1
51761,64,1,1,12,3,37,1000,2,1,4
51762,59,2,2,12,7,16,127,2,1,7
51767,48,1,1,12,3,43,1038,2,1,1
51768,51,2,2,12,4,14,192,2,1,1
51769,18,1,2,12,7,22,323,2,1,3
51770,16,1,1,12,5,35,392,2,1,4
51775,64,2,1,12,1,55,623,2,1,1
51808,56,1,1,12,2,48,1202,2,1,3
51813,50,1,1,12,2,45,1538,1,1,1
51814,47,2,1,12,2,44,531,2,1,1
51815,20,2,2,12,7,18,162,1,1,1
51840,38,1,2,12,1,30,242,2,1,1
51841,59,2,2,12,1,30,242,1,1,1
51859,37,2,1,12,2,36,654,1,1,4
51876,44,1,1,12,2,55,1077,2,1,1
51901,37,1,1,12,1,42,654,2,1,3
51904,51,2,1,12,4,37,567,2,1,4
51905,53,1,1,12,8,47,635,2,1,4
51909,59,2,2,12,2,2,30,2,1,5
51912,37,1,1,12,6,42,462,2,8,2
51922,36,1,1,12,1,50,577,1,1,1
51923,46,2,1,12,1,30,1077,2,1,1
51924,52,1,1,12,1,37,1923,1,1,1
51925,26,1,1,12,1,40,712,2,1,2
51926,25,2,1,12,6,30,500,2,1,5
51929,54,2,2,12,4,28,404,1,1,4
51930,57,1,1,12,5,40,450,2,1,4
51939,43,2,2,12,6,20,231,2,9,1
51942,34,1,1,12,5,38,702,2,1,3
51943,26,2,1,12,1,40,481,1,1,1
51962,48,1,1,12,3,40,1023,2,1,3
51963,43,2,2,12,6,34,547,2,1,2
51964,18,2,2,12,7,22,327,2,1,3
51965,17,1,2,12,9,19,208,2,1,4
51967,39,1,1,12,2,38,1538,2,1,1
51968,34,2,1,12,7,38,462,1,1,1
51977,31,1,1,12,2,35,808,2,1,1
51978,27,2,1,12,2,43,731,2,1,1
51999,59,2,1,12,2,41,885,2,1,1
52000,63,1,1,12,6,39,404,2,1,3
52003,51,2,1,12,3,50,1923,2,1,1
52005,42,1,1,12,8,35,1346,2,1,1
52013,28,1,1,12,2,40,1202,2,1,1
52014,53,1,2,12,6,39,519,2,8,1
52015,52,2,1,12,6,51,577,2,8,1
52019,64,2,2,12,4,25,369,2,1,7
52042,37,2,1,12,2,37,707,2,1,1
