,AGE,SEX,FTPT,GOVTOF2,SC20MMJ,TTUSHR,GRSSWK,DISEA,ETHUKEUL,HIQUL22D
26537,60,2,1,6,7,38,531,2,1,4
26538,48,2,1,6,4,38,510,2,1,3
26540,57,2,1,6,4,40,450,2,1,4
26559,63,1,2,6,8,13,129,2,1,3
26572,34,2,1,6,2,37,500,2,8,1
26596,29,2,1,6,2,35,692,2,5,1
26612,50,1,1,6,2,36,885,2,7,1
26615,62,2,1,6,6,38,462,2,1,5
26650,37,2,2,6,3,28,367,1,1,1
26659,35,1,1,6,3,40,646,2,4,3
26678,51,1,1,6,5,40,769,1,1,4
26731,62,2,2,6,9,8,88,1,1,4
26732,66,1,2,6,8,25,72,2,1,3
26733,48,2,1,6,3,38,462,1,2,4
26748,43,2,1,6,2,35,962,2,1,1
26749,47,1,1,6,1,30,577,1,7,4
26756,41,2,2,6,1,20,577,2,1,1
26757,47,1,1,6,5,38,288,2,1,4
26760,64,2,2,6,6,30,269,2,1,3
26796,33,2,2,6,2,25,519,2,1,1
26800,54,1,1,6,5,38,962,2,1,5
26849,56,1,1,6,2,40,654,1,1,3
26850,54,2,1,6,3,40,577,1,1,4
26874,30,1,1,6,2,42,1000,1,1,2
26897,68,1,2,6,2,8,283,2,1,1
26899,42,1,1,6,3,40,812,2,1,1
26921,38,2,2,6,9,25,300,1,1,6
26922,18,1,1,6,3,97,279,2,1,5
26926,49,1,1,6,1,42,175,2,1,2
26927,50,2,2,6,2,28,413,2,1,1
26928,21,1,1,6,3,41,404,2,1,1
26930,33,2,2,6,6,28,320,1,1,1
26967,56,1,1,6,1,40,1154,1,1,2
26969,57,2,1,6,5,41,3000,2,1,1
26970,26,1,1,6,3,35,231,1,3,3
26972,60,2,1,6,4,25,462,2,3,6
26994,43,2,1,6,3,38,519,2,8,1
27013,45,2,1,6,2,44,538,2,8,1
27017,46,2,1,6,6,38,369,2,1,3
27021,66,1,2,6,6,28,369,1,1,3
27033,43,2,1,6,2,48,863,1,3,1
27034,52,2,1,6,9,50,260,1,1,4
27040,54,2,1,6,3,35,709,2,1,4
27073,62,1,1,6,8,42,405,1,1,5
27077,71,2,2,6,4,9,77,1,1,4
27082,63,2,1,6,6,38,381,1,1,4
27083,64,1,1,6,5,40,438,2,1,3
27084,33,1,1,6,1,55,673,2,1,4
27106,54,2,1,6,2,40,846,2,1,4
27109,55,2,1,6,4,37,880,1,1,4
27111,49,1,1,6,3,68,877,2,1,4
27113,65,2,1,6,2,48,1212,1,1,1
27120,38,1,1,6,4,38,485,1,1,1
27127,36,2,1,6,1,55,865,2,1,3
27130,58,1,1,6,7,40,865,2,1,4
27131,56,2,1,6,4,38,500,2,1,2
27135,45,2,1,6,1,35,692,2,1,1
27148,62,2,2,6,9,31,293,1,1,4
27149,55,1,1,6,2,38,1115,1,1,6
27164,20,1,1,6,4,51,497,2,1,3
27174,26,1,1,6,2,38,1048,2,1,4
27175,23,2,1,6,5,38,438,2,1,3
27185,36,2,1,6,1,52,712,1,1,1
27186,41,1,1,6,5,38,508,1,1,5
27200,42,2,1,6,6,35,82,2,1,4
27204,49,1,1,6,9,60,462,1,1,3
27205,53,2,1,6,3,33,573,1,1,4
27236,40,1,1,6,3,37,1212,2,1,2
27237,39,2,2,6,2,34,481,2,1,1
27240,58,2,2,6,2,2,28,2,1,1
27241,52,1,1,6,2,50,1904,2,1,1
27267,58,1,1,6,2,56,962,2,1,1
27314,49,2,2,6,7,30,279,2,1,4
27327,47,1,1,6,5,40,577,2,1,3
27328,38,2,1,6,5,40,577,2,1,4
27350,42,2,1,6,2,37,914,1,1,1
27358,61,1,2,6,6,10,110,2,1,1
27375,31,2,1,6,7,38,462,2,1,1
27376,63,2,2,6,3,22,462,1,1,3
27404,39,1,1,6,3,38,673,2,1,3
27405,39,2,2,6,2,25,385,2,1,1
27409,45,2,1,6,2,38,865,1,1,1
27413,47,1,1,6,2,38,971,2,1,1
27414,46,2,1,6,1,38,673,2,1,4
27419,27,2,1,6,2,30,673,2,1,1
27421,57,1,1,6,2,50,2077,2,1,1
27439,76,2,2,6,6,10,112,1,1,3
27441,56,2,1,6,6,40,427,2,1,1
27446,29,1,1,6,3,45,865,2,1,1
27469,50,2,1,6,3,90,385,1,1,1
27530,40,2,1,6,2,40,827,2,1,3
27544,37,2,1,6,2,38,846,2,1,1
27552,50,2,1,6,2,38,962,1,1,1
27568,48,2,1,6,6,40,394,2,3,1
27578,34,2,2,6,4,25,341,2,1,3
27582,58,1,1,6,2,38,1269,2,1,3
27586,27,2,1,6,4,38,487,2,1,1
27634,54,2,1,6,2,38,1000,1,1,1
27677,54,2,1,6,4,38,60,2,1,3
27678,20,1,1,6,5,38,44,2,1,4
27680,40,2,2,6,2,23,577,2,1,1
27709,45,2,1,2,3,40,1000,2,1,1
27710,47,1,1,2,2,40,1067,2,1,1
27744,57,2,1,2,4,38,462,2,1,4
27750,61,1,1,2,2,28,538,2,1,3
27751,49,2,1,2,4,28,462,1,1,7
27752,37,2,1,2,2,37,808,2,1,1
27753,39,1,1,2,2,35,1000,2,1,3
27777,48,2,2,6,2,25,416,2,1,1
27782,37,2,1,6,3,37,798,2,1,1
27783,36,1,1,6,1,43,1058,2,1,3
27785,53,2,1,6,2,65,1346,2,1,1
27789,27,2,1,6,4,38,439,2,1,3
27790,29,1,1,6,8,39,546,2,1,4
27798,26,1,1,2,3,38,531,2,1,1
27800,30,2,1,2,2,41,1286,2,1,1
27805,40,1,1,2,1,35,1923,2,1,1
27821,57,1,2,2,1,28,1115,2,1,1
27823,17,1,2,2,9,6,60,2,1,4
27825,37,2,1,2,1,38,1308,2,1,1
27826,46,1,1,2,2,38,1135,2,1,1
27830,37,2,2,2,6,36,350,1,1,1
27833,52,2,1,2,2,42,1058,2,1,1
27834,50,1,1,2,1,65,1808,2,1,1
27835,23,2,1,2,1,50,981,2,1,1
27838,35,2,1,2,2,38,788,2,3,1
27839,41,1,1,2,1,40,1923,2,3,1
27844,30,1,1,2,2,41,885,2,7,1
27849,29,1,1,2,8,35,577,2,1,3
27850,30,2,2,2,7,20,277,2,1,1
27852,64,1,1,6,8,40,500,2,1,4
27871,55,1,1,2,2,40,1923,2,1,3
27872,23,2,1,2,3,40,538,2,9,1
27892,72,2,2,2,7,13,138,1,1,6
27893,76,1,2,2,6,3,35,1,1,3
27909,44,2,1,2,6,39,554,2,8,1
27910,45,2,1,2,6,39,531,2,8,7
27911,31,2,1,2,6,40,404,2,1,6
27922,62,2,1,2,1,38,1923,2,9,1
27927,47,2,2,2,4,27,288,2,1,5
27929,45,1,1,2,3,46,1346,2,1,1
27930,43,2,1,2,2,38,750,2,1,1
27932,29,1,1,2,1,40,596,2,1,1
27933,28,2,1,2,3,38,577,2,1,1
27952,61,2,2,6,2,25,231,1,1,3
27953,57,2,1,2,2,42,885,2,1,1
27964,57,1,1,2,2,55,3226,2,1,1
27965,59,2,2,2,6,28,254,2,1,1
27979,62,1,1,2,8,40,750,2,1,5
27991,40,1,1,2,2,38,602,2,1,3
27992,60,2,2,2,3,32,335,1,1,4
27994,28,1,1,2,1,38,865,2,1,1
27995,27,2,2,2,2,21,430,2,7,1
28010,54,1,1,2,3,40,865,2,1,1
28020,33,2,2,2,6,18,196,2,1,1
28021,33,1,1,2,1,40,712,2,1,3
28037,35,2,1,2,2,37,577,2,1,1
28055,52,2,1,2,1,35,1173,2,1,1
28056,56,1,1,2,1,38,1038,2,1,4
28058,54,2,2,2,9,16,154,2,1,3
28063,59,2,1,2,9,45,519,2,1,3
28073,36,2,1,2,2,50,769,1,1,1
28078,48,1,1,2,2,40,1360,2,1,1
28094,27,1,1,2,1,40,692,2,1,3
28095,32,2,1,2,3,36,385,2,1,4
28115,21,1,1,2,8,46,514,2,1,6
28116,38,2,1,2,2,45,981,2,1,1
28117,58,1,1,2,1,50,75,2,1,2
28119,52,2,2,2,4,15,183,2,1,2
28135,53,1,1,2,1,40,885,2,1,1
28136,17,2,2,2,7,8,72,2,1,4
28151,55,2,2,2,3,30,423,1,1,4
28152,55,1,1,2,9,48,577,2,1,5
28165,44,1,1,2,7,60,894,2,1,3
28167,71,2,1,2,2,44,1442,2,1,1
28178,31,1,1,6,4,38,538,1,1,3
28192,29,1,1,6,3,45,1000,2,1,3
28224,34,1,1,6,6,42,692,2,1,1
28225,35,2,2,6,2,25,346,2,1,3
28237,19,1,2,6,9,17,173,2,7,3
28238,34,2,1,6,9,35,462,2,7,6
28240,59,1,1,6,8,55,538,2,1,6
28241,60,2,1,6,9,42,308,2,1,6
28242,38,2,1,6,1,43,654,2,1,4
28244,19,2,2,6,3,26,173,2,1,3
28262,43,2,1,6,6,46,392,2,1,3
28264,22,2,1,6,6,41,485,1,1,2
28265,25,1,1,6,9,40,508,1,1,7
28266,55,1,1,6,5,39,612,2,3,3
28267,54,2,1,6,3,56,1423,2,3,1
28268,24,1,2,6,3,31,788,2,3,1
28298,31,2,1,6,2,38,535,2,1,2
28299,32,2,1,6,3,38,519,2,1,1
28320,60,1,1,6,9,39,502,2,1,1
28321,62,2,2,6,7,18,206,2,1,5
28326,60,1,1,6,9,48,519,2,1,6
28327,52,2,1,6,9,60,567,2,1,6
28328,33,1,2,6,9,5,58,1,1,6
28329,32,1,1,6,9,40,485,1,1,6
28330,49,2,1,6,1,38,615,2,1,3
28339,67,2,2,6,2,24,323,2,1,1
28346,44,1,1,6,5,45,865,2,1,5
28347,42,2,1,6,6,44,542,2,1,1
28350,54,1,1,6,2,38,663,2,1,1
28351,61,2,1,6,3,38,1321,2,1,1
28366,52,2,2,6,7,30,358,2,1,4
28367,41,2,2,6,1,29,481,2,1,1
28368,39,1,1,6,1,55,808,2,1,1
28373,54,2,1,6,6,37,413,1,1,2
28381,57,1,2,6,9,37,520,2,1,3
28382,58,2,2,6,7,8,81,2,1,2
28383,23,1,1,6,2,40,538,2,1,1
28393,25,2,1,6,7,48,600,2,1,4
28401,27,1,1,6,2,37,852,2,1,1
28407,41,2,1,6,1,43,577,2,1,1
28408,36,1,1,6,2,38,481,2,1,1
28410,44,2,1,6,4,30,462,1,1,1
28411,46,1,1,6,2,38,808,2,1,1
28418,44,1,2,6,2,33,1000,2,1,1
28419,44,2,2,6,2,34,1010,2,1,1
28420,49,1,1,6,4,38,529,1,1,3
28424,53,2,1,6,4,40,423,2,1,4
28425,53,1,1,6,4,38,567,2,1,3
28426,65,1,1,6,2,70,500,2,1,1
28434,37,1,1,6,3,38,654,2,1,1
28435,35,2,2,6,3,18,327,2,1,4
28443,56,2,2,6,2,32,784,2,1,1
28461,44,2,1,6,2,34,510,1,1,1
28462,39,1,1,6,6,39,553,2,1,4
28486,62,2,2,6,4,2,23,2,1,3
28522,56,1,1,6,8,40,481,2,1,4
28536,36,1,1,6,2,45,1308,2,1,1
28537,42,2,2,6,6,22,271,1,1,1
28538,41,1,1,6,4,38,587,2,1,3
28539,46,2,1,6,6,38,438,2,1,3
28553,31,2,2,6,4,2,231,2,1,5
28558,55,2,2,6,7,37,260,2,1,4
28559,56,1,1,6,2,48,262,1,1,1
28560,41,2,1,6,4,38,262,2,1,1
28579,29,2,1,6,2,50,673,2,1,1
28580,30,1,1,6,3,40,635,2,1,1
28590,59,2,2,6,3,22,346,2,1,5
28596,31,1,1,6,5,38,664,2,1,1
28612,31,2,1,2,2,38,740,2,1,1
28613,39,2,1,2,2,40,865,2,1,1
28614,33,1,1,2,1,40,1115,2,1,1
28634,48,2,1,2,1,52,3173,2,1,1
28675,43,2,2,2,2,27,654,2,1,4
28676,45,1,1,2,1,38,1154,2,1,4
28682,49,2,2,2,6,25,300,1,1,1
28696,35,1,1,5,1,55,2880,2,1,1
28706,55,2,1,5,2,34,731,2,1,1
28707,33,2,2,5,4,24,288,2,1,1
28708,35,1,1,5,2,37,577,2,1,3
28711,42,2,2,5,2,22,673,2,1,1
28712,46,1,1,5,3,37,750,2,1,1
28720,68,2,1,2,7,35,442,2,1,2
28722,17,2,2,6,9,12,90,2,1,4
28723,16,2,2,6,7,6,45,1,1,4
28731,54,2,1,6,1,40,712,2,1,4
28736,56,1,2,5,6,19,246,2,1,3
28737,56,2,2,5,9,20,240,1,1,4
28738,22,1,1,5,5,37,496,2,1,4
28742,47,2,2,5,2,38,785,2,1,1
28760,71,2,2,2,6,18,312,2,1,4
28782,50,2,2,2,9,17,577,2,1,4
28785,26,1,1,2,5,36,415,2,1,1
28786,29,2,1,2,2,38,808,2,1,1
28787,35,1,1,2,2,38,750,2,1,7
28827,39,2,2,2,7,16,231,2,1,5
28829,36,1,1,2,2,40,885,2,1,1
28862,53,1,1,5,8,55,808,2,1,4
28863,52,2,1,5,7,43,494,2,1,6
28904,63,2,2,5,2,15,265,2,1,1
28910,23,2,1,5,3,37,485,1,1,3
28911,25,1,1,5,5,40,600,2,1,4
28912,46,1,1,5,2,50,846,2,8,1
28943,60,2,2,5,6,30,531,1,1,3
28948,51,1,1,5,9,38,558,2,1,1
28949,18,1,1,5,9,40,485,2,1,3
28950,39,2,2,5,6,30,277,2,1,4
28951,46,1,1,5,8,40,577,2,1,4
28964,59,2,2,5,6,30,164,2,1,3
28973,54,1,1,5,2,62,962,1,1,2
28974,66,2,2,5,4,22,269,2,1,4
28979,57,1,1,5,9,37,505,2,1,4
28995,30,2,1,5,2,38,738,1,1,1
29010,63,1,1,5,9,29,282,2,1,1
29011,17,2,2,5,9,16,160,2,1,4
29023,35,2,2,5,3,24,451,2,1,4
29024,37,1,1,5,2,50,1484,2,1,5
29034,53,2,1,5,4,36,417,2,1,3
29036,55,1,1,5,3,37,962,2,1,1
29037,54,2,1,5,1,37,1250,2,1,2
29046,63,1,2,5,8,15,196,1,1,4
29048,33,1,1,5,6,45,546,2,1,4
29049,35,2,1,5,4,35,442,2,1,4
29055,35,2,2,5,3,25,462,2,1,1
29062,44,2,1,5,1,34,681,1,1,3
29063,49,1,1,5,1,42,883,2,1,4
29074,61,1,1,5,5,35,673,2,1,3
29084,54,1,1,5,5,40,1115,2,1,3
29085,53,2,1,5,2,41,519,2,1,3
29086,23,1,1,5,8,42,673,2,1,3
29087,21,2,2,5,9,20,231,2,1,3
29088,51,2,2,5,9,20,404,1,1,6
29093,44,2,1,5,3,44,369,2,1,1
29110,33,1,1,5,4,43,961,2,1,1
29112,62,1,1,5,1,50,231,2,1,3
29124,63,1,1,5,1,38,467,2,1,4
29139,35,1,1,5,3,38,442,2,8,1
29140,34,2,1,5,6,38,442,2,8,1
29153,20,2,2,5,7,22,143,1,1,3
29157,34,1,1,5,2,42,1070,2,1,3
29173,32,2,1,5,4,38,596,2,1,4
29174,62,1,1,5,3,60,808,1,1,3
29192,33,1,1,5,1,55,701,2,2,1
29219,65,2,2,5,3,18,231,2,1,3
29229,38,2,1,5,1,42,2104,2,1,1
29230,44,1,1,5,1,40,1442,1,1,4
29237,52,1,1,5,3,43,1923,2,1,4
29239,17,1,2,5,9,10,30,2,1,4
29252,37,2,2,5,4,32,437,2,1,4
29253,37,1,1,5,8,40,538,2,1,3
29258,40,2,1,5,2,37,885,2,1,1
29259,39,1,1,5,3,43,827,2,1,3
29262,26,2,2,5,7,32,337,2,1,4
29263,33,1,1,5,8,41,519,2,1,5
29266,72,1,1,5,1,40,923,2,1,6
29267,59,1,1,5,3,45,865,2,1,1
29271,49,2,1,5,2,50,1154,1,1,1
29272,53,1,1,5,1,70,1154,2,1,1
29274,29,2,1,5,2,42,712,2,1,1
29276,63,1,2,5,4,24,335,1,1,6
29289,31,1,1,5,2,48,1800,2,1,3
29290,29,2,2,5,2,33,774,2,1,1
29303,54,2,1,5,1,38,962,2,1,1
29304,59,1,1,5,2,37,1058,2,1,1
29311,25,2,1,5,2,38,648,2,1,1
29312,27,1,1,5,2,40,769,2,1,1
29313,26,2,2,5,2,30,485,2,1,1
29314,28,1,1,5,2,42,808,2,1,1
29327,58,2,2,5,2,28,447,2,3,4
29328,63,1,1,5,2,38,923,2,3,3
29329,18,1,2,5,9,8,78,2,3,4
29330,21,2,1,5,2,48,481,2,1,1
29333,67,2,2,5,3,15,182,2,1,3
29336,22,1,1,5,9,86,960,1,1,3
29337,19,1,2,5,9,25,250,1,1,3
29357,63,1,1,5,2,46,1154,2,1,1
29359,50,1,1,5,1,50,2499,2,1,1
29360,35,2,2,5,6,18,208,2,1,4
29361,36,1,1,5,1,50,615,2,1,4
29365,52,2,1,5,4,35,413,2,2,1
29371,43,1,1,5,2,38,1058,2,1,1
29372,43,2,1,5,3,35,577,2,1,1
29375,40,1,1,5,3,38,702,2,1,1
29378,48,2,2,5,9,20,277,2,1,4
29379,54,1,2,5,9,20,185,2,1,6
29382,51,2,1,5,4,38,481,2,1,4
29383,26,1,1,5,5,43,681,2,1,3
29387,56,1,1,5,8,55,962,2,9,1
29394,21,2,1,5,3,52,407,2,1,1
29400,35,1,1,5,2,40,877,2,2,1
29401,36,2,1,5,4,38,485,2,1,1
29416,50,1,1,5,4,38,565,2,8,1
29421,29,1,1,5,2,38,960,2,1,1
29422,28,2,1,5,2,44,826,2,1,1
29429,30,2,1,5,4,35,462,2,1,4
29430,33,1,2,5,3,14,173,2,1,1
29431,55,2,1,5,2,50,946,1,7,1
29434,50,1,1,5,1,65,231,2,1,1
29436,49,2,1,5,1,38,481,2,1,4
29437,57,2,1,5,4,38,481,2,1,5
29439,48,2,1,5,1,40,1173,2,3,3
29448,59,1,1,5,2,45,1731,1,9,1
29456,59,1,2,5,7,14,462,2,3,1
29457,59,2,2,5,6,18,231,2,1,1
29476,41,2,2,5,4,34,615,2,1,1
29477,43,1,1,5,1,45,962,2,1,1
29481,34,2,2,5,9,12,135,2,1,5
29482,38,1,1,5,9,73,654,2,1,2
29487,57,2,1,5,7,38,452,2,1,1
29498,37,2,1,5,4,38,450,2,2,1
29500,58,1,1,5,1,50,23076,2,1,1
29501,56,2,2,5,4,24,462,2,1,7
29503,51,1,1,5,1,40,827,2,1,5
29504,55,2,1,5,4,42,865,2,1,4
29505,17,2,1,5,4,38,308,2,1,4
29537,51,1,1,5,1,45,2885,2,1,1
29538,43,2,2,5,2,32,462,2,1,1
29557,59,1,1,5,8,38,480,2,8,6
29578,59,1,1,5,1,20,577,2,1,3
29579,64,2,1,5,4,40,658,2,1,3
29580,53,1,2,5,5,28,1115,2,1,1
29581,46,2,1,5,3,60,769,2,1,7
29601,25,1,1,5,3,38,538,2,1,1
29603,24,1,1,5,2,38,635,2,1,1
29604,55,2,1,5,4,45,1915,1,1,1
29605,67,1,2,5,3,28,865,2,1,3
29624,30,2,1,5,3,39,635,1,1,1
29625,33,1,1,5,2,42,1836,1,1,2
29634,58,2,2,5,4,28,423,2,1,4
29635,27,2,1,5,7,38,462,2,1,1
29636,50,2,1,5,4,34,471,2,1,5
29637,54,1,1,5,2,38,769,2,1,2
29638,40,1,1,5,1,35,836,2,1,1
29639,36,2,2,5,4,18,260,1,6,1
29643,59,2,1,5,7,40,470,1,1,4
29669,58,1,1,5,1,50,2885,2,1,4
29670,26,2,1,5,5,50,899,1,1,3
29671,30,1,1,5,3,50,635,2,1,3
29673,53,1,1,5,5,43,952,2,1,3
29689,33,1,2,5,7,20,462,1,1,4
29692,48,1,1,5,3,40,1442,2,1,1
29705,49,1,1,5,3,44,769,2,1,3
29708,45,2,2,5,4,16,192,2,6,1
29709,45,1,1,5,2,40,1000,2,9,1
29721,54,2,2,5,4,24,231,2,1,3
29722,60,1,1,5,2,42,885,2,1,3
29723,20,1,2,5,7,16,192,2,1,3
29729,49,1,1,5,1,36,519,2,8,3
29736,42,2,1,5,3,37,423,2,1,4
29745,52,1,1,5,2,35,1000,2,3,1
29760,59,2,2,5,6,20,187,2,1,3
29761,38,2,1,5,1,40,1462,2,1,1
29762,40,1,1,5,2,38,1058,2,1,3
29776,63,2,2,5,9,30,288,1,1,6
29777,44,2,2,5,2,27,510,2,1,1
29790,55,2,1,5,6,38,462,2,5,4
29791,32,1,1,5,9,35,403,1,1,4
29796,21,2,2,5,3,12,162,2,1,3
29797,40,2,1,5,1,40,635,2,1,4
29801,54,1,1,5,2,40,1827,2,1,1
29825,32,1,1,5,7,43,538,2,1,3
29835,33,1,1,5,3,55,510,2,2,5
29836,32,2,2,5,2,30,575,2,1,1
29844,61,2,2,5,3,20,370,2,1,1
29845,62,1,1,5,5,40,951,2,1,2
29846,23,2,1,5,3,37,538,2,1,1
29853,35,2,2,5,9,20,170,2,1,3
29856,59,2,2,5,6,25,277,1,1,2
29859,53,2,2,5,3,25,290,2,1,4
29860,51,1,1,5,1,40,865,1,1,7
29861,23,1,2,5,3,24,365,2,1,7
29865,53,1,1,5,1,60,1337,2,1,2
29866,51,2,2,5,6,25,327,2,1,4
29870,52,1,1,5,4,40,600,2,1,5
29871,50,1,1,5,8,45,692,2,1,6
29872,61,2,1,5,3,37,679,1,1,2
29886,49,2,1,5,3,37,615,2,1,1
29887,43,1,1,5,3,48,923,2,1,2
29889,28,2,1,5,2,37,962,2,1,1
29900,43,1,1,5,4,37,438,2,1,1
29923,47,2,1,5,2,38,769,2,1,1
29925,16,1,2,5,9,8,55,2,1,6
29939,33,2,1,5,4,40,720,2,1,2
29940,35,1,1,5,5,40,1096,2,1,2
29941,28,1,1,5,4,38,515,2,1,3
29942,24,2,1,5,3,45,554,2,1,1
29943,40,1,1,5,2,56,1246,2,1,3
29944,36,2,1,5,2,38,692,2,1,4
29976,30,2,1,5,2,37,846,2,1,1
29977,30,2,1,5,2,40,615,1,1,1
29978,29,2,1,5,2,37,577,1,1,1
29979,29,1,1,5,2,37,817,1,1,1
30001,51,1,1,5,9,37,542,1,3,4
30002,49,2,2,5,9,20,277,2,3,4
30004,23,2,1,5,7,48,577,2,3,3
30079,48,1,2,5,8,22,300,1,1,4
30080,44,2,1,5,2,40,673,2,1,1
30094,27,1,1,5,3,43,481,1,1,1
30095,26,2,1,5,2,41,650,2,1,1
30109,43,1,1,5,2,40,615,2,1,1
30114,30,1,1,5,2,42,865,2,1,1
30129,29,2,1,5,2,36,538,2,3,1
30130,25,2,1,5,2,37,674,2,8,1
30131,24,2,1,5,2,37,429,2,8,1
30136,38,1,1,5,2,40,981,2,1,1
30146,55,2,1,5,2,40,577,1,1,1
30161,38,1,1,5,1,42,769,2,2,1
30162,35,2,1,5,3,42,442,2,2,2
30165,23,2,2,5,6,24,423,2,8,1
30168,48,1,1,5,2,60,1154,1,1,1
30177,41,2,1,5,2,40,865,2,1,1
30185,35,1,1,5,1,50,1327,2,9,1
30187,39,1,1,5,5,45,346,2,1,5
30190,40,2,1,5,2,37,1154,2,1,1
30191,41,2,1,5,4,37,827,2,1,1
30192,51,1,1,5,2,40,992,2,1,1
30194,58,2,2,5,7,24,250,2,1,4
30203,47,2,1,5,2,39,1000,2,1,1
30240,42,2,1,5,2,45,1423,2,7,1
30241,52,2,1,5,1,65,3000,2,1,1
30243,45,1,1,5,5,35,654,2,1,1
30244,42,2,2,5,4,15,159,2,1,3
30278,46,2,1,5,2,42,726,1,1,1
30281,25,1,1,5,2,38,681,2,4,1
30282,26,2,1,5,3,38,427,1,1,1
30283,26,2,2,5,6,16,173,2,1,3
30302,51,2,1,5,4,37,596,2,1,4
30303,55,1,1,5,3,50,1635,1,1,1
30308,51,1,1,5,3,40,90,1,1,3
30309,50,2,1,5,2,42,1019,2,1,4
30313,63,1,1,5,8,37,885,2,1,4
30359,38,2,1,5,1,40,1346,2,1,1
30375,50,1,1,5,2,38,1115,2,1,1
30378,51,2,1,5,7,38,596,2,1,1
30379,32,1,1,5,2,45,1288,2,1,1
30380,31,2,1,5,2,50,962,2,1,3
30395,30,1,1,5,3,40,1423,2,1,3
30396,30,2,1,5,2,24,496,2,1,1
30399,55,1,1,5,2,40,1731,2,1,1
30400,48,2,1,5,2,40,3462,2,1,1
30404,53,1,1,5,1,38,1635,2,1,1
30407,42,2,1,5,1,40,1038,2,1,1
30408,50,1,1,5,1,44,673,2,1,4
30410,55,1,1,5,2,40,1154,2,1,1
30411,57,2,1,5,2,50,962,2,1,1
30425,64,2,2,5,4,21,288,2,1,4
30451,66,2,2,5,9,20,138,2,1,1
30460,34,2,1,5,1,41,1038,2,1,1
30461,41,1,1,5,1,45,1413,1,1,1
30464,57,1,2,5,9,20,269,2,1,4
30465,64,2,2,5,9,20,260,2,1,5
30488,56,1,1,5,1,37,962,2,1,2
30490,46,1,1,5,2,46,519,2,1,4
30491,40,2,1,5,2,38,923,2,1,1
30492,41,1,1,5,2,38,962,2,1,1
30495,55,1,1,5,1,35,250,2,1,4
30496,49,2,1,5,3,35,200,2,1,4
30514,55,1,1,5,2,37,798,2,1,2
30515,48,2,1,5,2,37,673,2,1,1
30517,57,2,1,5,9,37,452,2,1,5
30534,37,2,2,5,3,39,415,2,1,3
30561,68,2,2,5,9,6,72,2,1,6
30579,49,1,1,5,2,50,531,2,1,1
30582,61,1,1,5,1,50,2446,1,1,3
30618,50,2,1,5,1,40,2308,2,1,1
30628,47,2,1,5,2,40,577,2,1,1
30629,46,1,1,5,1,40,654,2,1,4
30637,53,1,1,5,2,44,1115,2,1,3
30638,53,2,1,5,4,38,481,2,1,4
30639,66,1,2,5,1,10,92,2,1,2
30652,30,2,1,5,2,41,795,2,1,1
30656,49,2,1,5,2,38,549,2,1,1
30693,47,1,1,5,8,35,462,2,1,5
30694,40,2,1,5,8,35,462,2,1,1
30721,57,2,1,5,3,37,1192,2,1,1
30723,52,2,1,5,2,36,2153,2,1,2
30724,57,1,1,5,3,36,462,2,1,3
30726,19,2,1,5,5,35,470,2,1,3
30733,36,1,1,5,5,41,1058,2,1,3
30734,37,2,2,5,6,26,260,2,1,4
30737,53,2,2,5,2,30,656,2,1,1
30738,60,1,1,5,5,37,577,1,8,3
30741,36,2,1,5,3,37,563,1,1,1
30743,27,1,1,5,2,38,769,2,1,4
30750,65,2,2,5,4,22,269,1,1,4
30751,59,2,1,5,3,38,519,2,1,3
30752,59,1,1,5,1,40,542,2,1,3
30761,30,1,1,5,6,42,423,2,1,1
30762,25,2,1,5,2,40,577,1,1,1
30780,63,2,2,5,6,16,242,1,1,5
30794,25,2,2,5,7,18,181,2,5,3
30797,21,1,2,5,7,34,346,2,5,4
30819,29,2,1,5,6,24,277,1,9,3
30850,31,1,1,5,2,40,1923,2,1,3
30851,29,2,1,5,3,42,577,2,1,1
30852,32,1,1,5,2,40,1096,2,1,3
30853,38,2,1,5,6,34,479,2,1,6
30854,44,1,1,5,1,38,471,2,1,4
30859,52,2,1,5,3,57,635,2,1,2
30873,69,1,2,5,2,32,481,2,1,3
30874,50,2,1,5,5,38,481,2,1,3
30877,58,1,1,5,2,34,673,1,1,1
30884,43,2,1,5,6,45,442,2,1,6
30885,45,1,1,5,5,40,519,2,1,7
30888,62,2,2,5,2,16,231,2,1,2
30899,60,2,2,5,4,23,240,2,1,3
30922,41,1,1,5,1,38,865,1,1,5
30927,53,2,1,5,2,45,942,2,1,1
30935,46,1,1,5,1,40,1038,2,1,4
30936,31,2,2,5,7,15,190,2,1,3
30974,55,1,1,5,1,45,1615,2,1,1
30978,57,2,1,5,7,38,414,1,1,4
30989,32,1,1,5,2,47,769,2,1,3
30990,27,2,1,5,7,37,442,2,1,7
30999,50,1,1,5,8,70,508,2,1,6
31000,48,2,1,5,9,30,369,2,1,6
31002,40,2,1,5,6,40,438,2,1,6
31003,43,1,1,5,6,40,438,2,1,6
31028,33,2,1,5,6,40,423,2,1,1
31039,49,2,1,5,2,37,1250,2,8,1
31040,55,1,1,5,2,48,2692,2,8,1
31041,16,1,2,5,6,4,24,2,8,4
31042,61,2,2,5,9,2,74,2,1,3
31045,59,2,1,5,2,54,846,2,1,1
31046,61,1,2,5,2,19,462,2,1,5
31057,43,2,2,5,9,16,156,2,1,3
31069,68,1,2,5,8,30,404,2,1,5
